"","x","y","timeslot","origin"
"4126",7.13602411748906,0.121,"0h-5h","Fit"
"4127",7.18314676288931,0.122,"0h-5h","Fit"
"4128",7.23020533487936,0.123,"0h-5h","Fit"
"4129",7.27720294771882,0.124,"0h-5h","Fit"
"4130",7.32414282528291,0.125,"0h-5h","Fit"
"4131",7.37102830168623,0.126,"0h-5h","Fit"
"4132",7.41786282191073,0.127,"0h-5h","Fit"
"4133",7.46464994243802,0.128,"0h-5h","Fit"
"4134",7.51139333188605,0.129,"0h-5h","Fit"
"4135",7.55809677165007,0.13,"0h-5h","Fit"
"4136",7.60476415654804,0.131,"0h-5h","Fit"
"4137",7.65139949547054,0.132,"0h-5h","Fit"
"4138",7.69800691203498,0.133,"0h-5h","Fit"
"4139",7.74459064524451,0.134,"0h-5h","Fit"
"4140",7.7911550501514,0.135,"0h-5h","Fit"
"4141",7.83770459852493,0.136,"0h-5h","Fit"
"4142",7.884243879524,0.137,"0h-5h","Fit"
"4143",7.93077760037435,0.138,"0h-5h","Fit"
"4144",7.97731058705053,0.139,"0h-5h","Fit"
"4145",8.02384778496247,0.14,"0h-5h","Fit"
"4146",8.07039425964698,0.141,"0h-5h","Fit"
"4147",8.11695519746393,0.142,"0h-5h","Fit"
"4148",8.16353590629738,0.143,"0h-5h","Fit"
"4149",8.21014181626153,0.144,"0h-5h","Fit"
"4150",8.25677848041157,0.145,"0h-5h","Fit"
"4151",8.30345157545965,0.146,"0h-5h","Fit"
"4152",8.35016690249563,0.147,"0h-5h","Fit"
"4153",8.39693038771311,0.148,"0h-5h","Fit"
"4154",8.44374808314035,0.149,"0h-5h","Fit"
"4155",8.49062616737648,0.15,"0h-5h","Fit"
"4156",8.53757094633276,0.151,"0h-5h","Fit"
"4157",8.58458885397917,0.152,"0h-5h","Fit"
"4158",8.63168645309614,0.153,"0h-5h","Fit"
"4159",8.67887043603173,0.154,"0h-5h","Fit"
"4160",8.72614762546396,0.155,"0h-5h","Fit"
"4161",8.77352497516873,0.156,"0h-5h","Fit"
"4162",8.82100957079303,0.157,"0h-5h","Fit"
"4163",8.86860863063374,0.158,"0h-5h","Fit"
"4164",8.91632950642183,0.159,"0h-5h","Fit"
"4165",8.96417968411227,0.16,"0h-5h","Fit"
"4166",9.01216678467945,0.161,"0h-5h","Fit"
"4167",9.06029856491828,0.162,"0h-5h","Fit"
"4168",9.10858291825109,0.163,"0h-5h","Fit"
"4169",9.15702787554015,0.164,"0h-5h","Fit"
"4170",9.20564160590614,0.165,"0h-5h","Fit"
"4171",9.25443241755229,0.166,"0h-5h","Fit"
"4172",9.30340875859467,0.167,"0h-5h","Fit"
"4173",9.35257921789821,0.168,"0h-5h","Fit"
"4174",9.40195252591883,0.169,"0h-5h","Fit"
"4175",9.45153755555163,0.17,"0h-5h","Fit"
"4176",9.50134332298513,0.171,"0h-5h","Fit"
"4177",9.55137898856169,0.172,"0h-5h","Fit"
"4178",9.60165385764421,0.173,"0h-5h","Fit"
"4179",9.65217738148887,0.174,"0h-5h","Fit"
"4180",9.70295915812457,0.175,"0h-5h","Fit"
"4181",9.75400893323823,0.176,"0h-5h","Fit"
"4182",9.80533660106701,0.177,"0h-5h","Fit"
"4183",9.85695220529661,0.178,"0h-5h","Fit"
"4184",9.90886593996641,0.179,"0h-5h","Fit"
"4185",9.96108815038085,0.18,"0h-5h","Fit"
"4186",10.0136293340279,0.181,"0h-5h","Fit"
"4187",10.0665001415037,0.182,"0h-5h","Fit"
"4188",10.1197113774444,0.183,"0h-5h","Fit"
"4189",10.1732740014647,0.184,"0h-5h","Fit"
"4190",10.227199129103,0.185,"0h-5h","Fit"
"4191",10.2814980327737,0.186,"0h-5h","Fit"
"4192",10.3361821427268,0.187,"0h-5h","Fit"
"4193",10.3912630480137,0.188,"0h-5h","Fit"
"4194",10.446752497461,0.189,"0h-5h","Fit"
"4195",10.5026624006508,0.19,"0h-5h","Fit"
"4196",10.5590048289089,0.191,"0h-5h","Fit"
"4197",10.6157920162995,0.192,"0h-5h","Fit"
"4198",10.673036360628,0.193,"0h-5h","Fit"
"4199",10.7307504244506,0.194,"0h-5h","Fit"
"4200",10.7889469360919,0.195,"0h-5h","Fit"
"4201",10.8476387906698,0.196,"0h-5h","Fit"
"4202",10.9068390511278,0.197,"0h-5h","Fit"
"4203",10.9665609492755,0.198,"0h-5h","Fit"
"4204",11.0268178868363,0.199,"0h-5h","Fit"
"4205",11.0876234365035,0.2,"0h-5h","Fit"
"4206",11.1489913430036,0.201,"0h-5h","Fit"
"4207",11.2109355241682,0.202,"0h-5h","Fit"
"4208",11.2734700720134,0.203,"0h-5h","Fit"
"4209",11.3366092538275,0.204,"0h-5h","Fit"
"4210",11.4003675132673,0.205,"0h-5h","Fit"
"4211",11.4647594714616,0.206,"0h-5h","Fit"
"4212",11.5297999281241,0.207,"0h-5h","Fit"
"4213",11.5955038626738,0.208,"0h-5h","Fit"
"4214",11.6618864353646,0.209,"0h-5h","Fit"
"4215",11.7289629884229,0.21,"0h-5h","Fit"
"4216",11.796749047194,0.211,"0h-5h","Fit"
"4217",11.8652603212969,0.212,"0h-5h","Fit"
"4218",11.9345127057887,0.213,"0h-5h","Fit"
"4219",12.0045222823367,0.214,"0h-5h","Fit"
"4220",12.0753053203999,0.215,"0h-5h","Fit"
"4221",12.14687827842,0.216,"0h-5h","Fit"
"4222",12.2192578050206,0.217,"0h-5h","Fit"
"4223",12.2924607402163,0.218,"0h-5h","Fit"
"4224",12.3665041166301,0.219,"0h-5h","Fit"
"4225",12.4414051607213,0.22,"0h-5h","Fit"
"4226",12.5171812940219,0.221,"0h-5h","Fit"
"4227",12.5938501343828,0.222,"0h-5h","Fit"
"4228",12.6714294972296,0.223,"0h-5h","Fit"
"4229",12.7499373968278,0.224,"0h-5h","Fit"
"4230",12.8293920475581,0.225,"0h-5h","Fit"
"4231",12.9098118652014,0.226,"0h-5h","Fit"
"4232",12.9912154682334,0.227,"0h-5h","Fit"
"4233",13.0736216791298,0.228,"0h-5h","Fit"
"4234",13.1570495256809,0.229,"0h-5h","Fit"
"4235",13.241518242317,0.23,"0h-5h","Fit"
"4236",13.3270472714438,0.231,"0h-5h","Fit"
"4237",13.4136562647881,0.232,"0h-5h","Fit"
"4238",13.501365084754,0.233,"0h-5h","Fit"
"4239",13.5901938057898,0.234,"0h-5h","Fit"
"4240",13.6801627157657,0.235,"0h-5h","Fit"
"4241",13.7712923173613,0.236,"0h-5h","Fit"
"4242",13.8636033294656,0.237,"0h-5h","Fit"
"4243",13.9571166885863,0.238,"0h-5h","Fit"
"4244",14.0518535502711,0.239,"0h-5h","Fit"
"4245",14.1478352905402,0.24,"0h-5h","Fit"
"4246",14.2450835073292,0.241,"0h-5h","Fit"
"4247",14.3436200219443,0.242,"0h-5h","Fit"
"4248",14.4434668805286,0.243,"0h-5h","Fit"
"4249",14.5446463555398,0.244,"0h-5h","Fit"
"4250",14.6471809472397,0.245,"0h-5h","Fit"
"4251",14.7510933851956,0.246,"0h-5h","Fit"
"4252",14.8564066297936,0.247,"0h-5h","Fit"
"4253",14.9631438737635,0.248,"0h-5h","Fit"
"4254",15.0713285437162,0.249,"0h-5h","Fit"
"4255",15.1809843016934,0.25,"0h-5h","Fit"
"4256",15.2921350467292,0.251,"0h-5h","Fit"
"4257",15.4048049164246,0.252,"0h-5h","Fit"
"4258",15.5190182885343,0.253,"0h-5h","Fit"
"4259",15.634799782566,0.254,"0h-5h","Fit"
"4260",15.7521742613933,0.255,"0h-5h","Fit"
"4261",15.8711668328806,0.256,"0h-5h","Fit"
"4262",15.9918028515213,0.257,"0h-5h","Fit"
"4263",16.1141079200898,0.258,"0h-5h","Fit"
"4264",16.2381078913055,0.259,"0h-5h","Fit"
"4265",16.3638288695119,0.26,"0h-5h","Fit"
"4266",16.4912972123674,0.261,"0h-5h","Fit"
"4267",16.6205395325516,0.262,"0h-5h","Fit"
"4268",16.7515826994836,0.263,"0h-5h","Fit"
"4269",16.8844538410559,0.264,"0h-5h","Fit"
"4270",17.0191803453809,0.265,"0h-5h","Fit"
"4271",17.1557898625529,0.266,"0h-5h","Fit"
"4272",17.2943103064231,0.267,"0h-5h","Fit"
"4273",17.4347698563903,0.268,"0h-5h","Fit"
"4274",17.5771969592057,0.269,"0h-5h","Fit"
"4275",17.7216203307917,0.27,"0h-5h","Fit"
"4276",17.8680689580771,0.271,"0h-5h","Fit"
"4277",18.0165721008459,0.272,"0h-5h","Fit"
"4278",18.1671592936021,0.273,"0h-5h","Fit"
"4279",18.3198603474497,0.274,"0h-5h","Fit"
"4280",18.4747053519876,0.275,"0h-5h","Fit"
"4281",18.6317246772211,0.276,"0h-5h","Fit"
"4282",18.7909489754879,0.277,"0h-5h","Fit"
"4283",18.9524091834015,0.278,"0h-5h","Fit"
"4284",19.1161365238091,0.279,"0h-5h","Fit"
"4285",19.2821625077669,0.28,"0h-5h","Fit"
"4286",19.4505189365313,0.281,"0h-5h","Fit"
"4287",19.6212379035667,0.282,"0h-5h","Fit"
"4288",19.7943517965697,0.283,"0h-5h","Fit"
"4289",19.9698932995106,0.284,"0h-5h","Fit"
"4290",20.147895394692,0.285,"0h-5h","Fit"
"4291",20.328391364824,0.286,"0h-5h","Fit"
"4292",20.511414795117,0.287,"0h-5h","Fit"
"4293",20.6969995753925,0.288,"0h-5h","Fit"
"4294",20.8851799022108,0.289,"0h-5h","Fit"
"4295",21.0759902810172,0.29,"0h-5h","Fit"
"4296",21.2694655283058,0.291,"0h-5h","Fit"
"4297",21.4656407738021,0.292,"0h-5h","Fit"
"4298",21.6645514626629,0.293,"0h-5h","Fit"
"4299",21.8662333576964,0.294,"0h-5h","Fit"
"4300",22.0707225415995,0.295,"0h-5h","Fit"
"4301",22.2780554192149,0.296,"0h-5h","Fit"
"4302",22.4882687198071,0.297,"0h-5h","Fit"
"4303",22.7013994993578,0.298,"0h-5h","Fit"
"4304",22.9174851428809,0.299,"0h-5h","Fit"
"4305",23.136563366757,0.3,"0h-5h","Fit"
"4306",23.3586722210875,0.301,"0h-5h","Fit"
"4307",23.5838500920701,0.302,"0h-5h","Fit"
"4308",23.8121357043926,0.303,"0h-5h","Fit"
"4309",24.0435681236493,0.304,"0h-5h","Fit"
"4310",24.2781867587763,0.305,"0h-5h","Fit"
"4311",24.5160313645094,0.306,"0h-5h","Fit"
"4312",24.7571420438615,0.307,"0h-5h","Fit"
"4313",25.0015592506224,0.308,"0h-5h","Fit"
"4314",25.2493237918799,0.309,"0h-5h","Fit"
"4315",25.500476830563,0.31,"0h-5h","Fit"
"4316",25.7550598880057,0.311,"0h-5h","Fit"
"4317",26.0131148465354,0.312,"0h-5h","Fit"
"4318",26.2746839520813,0.313,"0h-5h","Fit"
"4319",26.5398098168072,0.314,"0h-5h","Fit"
"4320",26.8085354217663,0.315,"0h-5h","Fit"
"4321",27.0809041195796,0.316,"0h-5h","Fit"
"4322",27.356959637137,0.317,"0h-5h","Fit"
"4323",27.6367460783231,0.318,"0h-5h","Fit"
"4324",27.9203079267657,0.319,"0h-5h","Fit"
"4325",28.2076900486094,0.32,"0h-5h","Fit"
"4326",28.4989376953124,0.321,"0h-5h","Fit"
"4327",28.7940965064692,0.322,"0h-5h","Fit"
"4328",29.0932125126569,0.323,"0h-5h","Fit"
"4329",29.3963321383076,0.324,"0h-5h","Fit"
"4330",29.7035022046052,0.325,"0h-5h","Fit"
"4331",30.0147699324091,0.326,"0h-5h","Fit"
"4332",30.3301829452023,0.327,"0h-5h","Fit"
"4333",30.6497892720665,0.328,"0h-5h","Fit"
"4334",30.9736373506839,0.329,"0h-5h","Fit"
"4335",31.3017760303645,0.33,"0h-5h","Fit"
"4336",31.6342545751018,0.331,"0h-5h","Fit"
"4337",31.9711226666549,0.332,"0h-5h","Fit"
"4338",32.3124304076581,0.333,"0h-5h","Fit"
"4339",32.6582283247587,0.334,"0h-5h","Fit"
"4340",33.0085673717827,0.335,"0h-5h","Fit"
"4341",33.363498932929,0.336,"0h-5h","Fit"
"4342",33.7230748259921,0.337,"0h-5h","Fit"
"4343",34.0873473056143,0.338,"0h-5h","Fit"
"4344",34.4563690665662,0.339,"0h-5h","Fit"
"4345",34.8301932470583,0.34,"0h-5h","Fit"
"4346",35.2088734320812,0.341,"0h-5h","Fit"
"4347",35.5924636567766,0.342,"0h-5h","Fit"
"4348",35.9810184098389,0.343,"0h-5h","Fit"
"4349",36.3745926369477,0.344,"0h-5h","Fit"
"4350",36.7732417442314,0.345,"0h-5h","Fit"
"4351",37.1770216017622,0.346,"0h-5h","Fit"
"4352",37.5859885470832,0.347,"0h-5h","Fit"
"4353",38.0001993887683,0.348,"0h-5h","Fit"
"4354",38.419711410013,0.349,"0h-5h","Fit"
"4355",38.8445823722601,0.35,"0h-5h","Fit"
"4356",39.2748705188574,0.351,"0h-5h","Fit"
"4357",39.7106345787492,0.352,"0h-5h","Fit"
"4358",40.1519337702024,0.353,"0h-5h","Fit"
"4359",40.598827804566,0.354,"0h-5h","Fit"
"4360",41.0513768900667,0.355,"0h-5h","Fit"
"4361",41.5096417356377,0.356,"0h-5h","Fit"
"4362",41.9736835547846,0.357,"0h-5h","Fit"
"4363",42.4435640694867,0.358,"0h-5h","Fit"
"4364",42.9193455141342,0.359,"0h-5h","Fit"
"4365",43.4010906395023,0.36,"0h-5h","Fit"
"4366",43.8888627167625,0.361,"0h-5h","Fit"
"4367",44.3827255415309,0.362,"0h-5h","Fit"
"4368",44.8827434379548,0.363,"0h-5h","Fit"
"4369",45.3889812628377,0.364,"0h-5h","Fit"
"4370",45.9015044098021,0.365,"0h-5h","Fit"
"4371",46.4203788134922,0.366,"0h-5h","Fit"
"4372",46.9456709538165,0.367,"0h-5h","Fit"
"4373",47.4774478602289,0.368,"0h-5h","Fit"
"4374",48.0157771160518,0.369,"0h-5h","Fit"
"4375",48.5607268628391,0.37,"0h-5h","Fit"
"4376",49.1123658047811,0.371,"0h-5h","Fit"
"4377",49.6707632131504,0.372,"0h-5h","Fit"
"4378",50.2359889307911,0.373,"0h-5h","Fit"
"4379",50.8081133766495,0.374,"0h-5h","Fit"
"4380",51.3872075503492,0.375,"0h-5h","Fit"
"4381",51.9733430368087,0.376,"0h-5h","Fit"
"4382",52.5665920109042,0.377,"0h-5h","Fit"
"4383",53.1670272421762,0.378,"0h-5h","Fit"
"4384",53.7747220995815,0.379,"0h-5h","Fit"
"4385",54.3897505562913,0.38,"0h-5h","Fit"
"4386",55.0121871945346,0.381,"0h-5h","Fit"
"4387",55.6421072104893,0.382,"0h-5h","Fit"
"4388",56.2795864192192,0.383,"0h-5h","Fit"
"4389",56.9247012596603,0.384,"0h-5h","Fit"
"4390",57.5775287996537,0.385,"0h-5h","Fit"
"4391",58.2381467410289,0.386,"0h-5h","Fit"
"4392",58.9066334247354,0.387,"0h-5h","Fit"
"4393",59.5830678360243,0.388,"0h-5h","Fit"
"4394",60.2675296096812,0.389,"0h-5h","Fit"
"4395",60.9600990353092,0.39,"0h-5h","Fit"
"4396",61.6608570626641,0.391,"0h-5h","Fit"
"4397",62.3698853070419,0.392,"0h-5h","Fit"
"4398",63.087266054719,0.393,"0h-5h","Fit"
"4399",63.813082268445,0.394,"0h-5h","Fit"
"4400",64.547417592992,0.395,"0h-5h","Fit"
"4401",65.2903563607552,0.396,"0h-5h","Fit"
"4402",66.0419835974117,0.397,"0h-5h","Fit"
"4403",66.8023850276341,0.398,"0h-5h","Fit"
"4404",67.5716470808601,0.399,"0h-5h","Fit"
"4405",68.3498568971209,0.4,"0h-5h","Fit"
"4406",69.1371023329253,0.401,"0h-5h","Fit"
"4407",69.9334719672052,0.402,"0h-5h","Fit"
"4408",70.7390551073179,0.403,"0h-5h","Fit"
"4409",71.5539417951097,0.404,"0h-5h","Fit"
"4410",72.3782228130396,0.405,"0h-5h","Fit"
"4411",73.2119896903649,0.406,"0h-5h","Fit"
"4412",74.0553347093881,0.407,"0h-5h","Fit"
"4413",74.9083509117677,0.408,"0h-5h","Fit"
"4414",75.7711321048914,0.409,"0h-5h","Fit"
"4415",76.6437728683142,0.41,"0h-5h","Fit"
"4416",77.5263685602622,0.411,"0h-5h","Fit"
"4417",78.4190153242004,0.412,"0h-5h","Fit"
"4418",79.3218100954696,0.413,"0h-5h","Fit"
"4419",80.234850607988,0.414,"0h-5h","Fit"
"4420",81.1582354010235,0.415,"0h-5h","Fit"
"4421",82.0920638260333,0.416,"0h-5h","Fit"
"4422",83.0364360535739,0.417,"0h-5h","Fit"
"4423",83.9914530802819,0.418,"0h-5h","Fit"
"4424",84.9572167359267,0.419,"0h-5h","Fit"
"4425",85.933829690534,0.42,"0h-5h","Fit"
"4426",86.9213954615846,0.421,"0h-5h","Fit"
"4427",87.9200184212855,0.422,"0h-5h","Fit"
"4428",88.9298038039175,0.423,"0h-5h","Fit"
"4429",89.9508577132576,0.424,"0h-5h","Fit"
"4430",90.9832871300792,0.425,"0h-5h","Fit"
"4431",92.0271999197286,0.426,"0h-5h","Fit"
"4432",93.0827048397823,0.427,"0h-5h","Fit"
"4433",94.1499115477814,0.428,"0h-5h","Fit"
"4434",95.2289306090495,0.429,"0h-5h","Fit"
"4435",96.3198735045895,0.43,"0h-5h","Fit"
"4436",97.4228526390651,0.431,"0h-5h","Fit"
"4437",98.5379813488641,0.432,"0h-5h","Fit"
"4438",99.6653739102484,0.433,"0h-5h","Fit"
"4439",100.805145547587,0.434,"0h-5h","Fit"
"4440",101.95741244168,0.435,"0h-5h","Fit"
"4441",103.122291738163,0.436,"0h-5h","Fit"
"4442",104.299901556011,0.437,"0h-5h","Fit"
"4443",105.490360996121,0.438,"0h-5h","Fit"
"4444",106.693790149993,0.439,"0h-5h","Fit"
"4445",107.910310108504,0.44,"0h-5h","Fit"
"4446",109.140042970767,0.441,"0h-5h","Fit"
"4447",110.383111853095,0.442,"0h-5h","Fit"
"4448",111.639640898052,0.443,"0h-5h","Fit"
"4449",112.909755283608,0.444,"0h-5h","Fit"
"4450",114.193581232388,0.445,"0h-5h","Fit"
"4451",115.491246021019,0.446,"0h-5h","Fit"
"4452",116.802877989582,0.447,"0h-5h","Fit"
"4453",118.128606551162,0.448,"0h-5h","Fit"
"4454",119.468562201504,0.449,"0h-5h","Fit"
"4455",120.822876528773,0.45,"0h-5h","Fit"
"4456",122.191682223415,0.451,"0h-5h","Fit"
"4457",123.575113088132,0.452,"0h-5h","Fit"
"4458",124.973304047965,0.453,"0h-5h","Fit"
"4459",126.386391160478,0.454,"0h-5h","Fit"
"4460",127.814511626064,0.455,"0h-5h","Fit"
"4461",129.257803798357,0.456,"0h-5h","Fit"
"4462",130.716407194762,0.457,"0h-5h","Fit"
"4463",132.190462507097,0.458,"0h-5h","Fit"
"4464",133.680111612357,0.459,"0h-5h","Fit"
"4465",135.185497583588,0.46,"0h-5h","Fit"
"4466",136.706764700893,0.461,"0h-5h","Fit"
"4467",138.244058462544,0.462,"0h-5h","Fit"
"4468",139.797525596239,0.463,"0h-5h","Fit"
"4469",141.367314070457,0.464,"0h-5h","Fit"
"4470",142.953573105964,0.465,"0h-5h","Fit"
"4471",144.556453187432,0.466,"0h-5h","Fit"
"4472",146.176106075191,0.467,"0h-5h","Fit"
"4473",147.812684817116,0.468,"0h-5h","Fit"
"4474",149.466343760645,0.469,"0h-5h","Fit"
"4475",151.137238564928,0.47,"0h-5h","Fit"
"4476",152.82552621312,0.471,"0h-5h","Fit"
"4477",154.531365024805,0.472,"0h-5h","Fit"
"4478",156.254914668568,0.473,"0h-5h","Fit"
"4479",157.996336174701,0.474,"0h-5h","Fit"
"4480",159.755791948058,0.475,"0h-5h","Fit"
"4481",161.533445781056,0.476,"0h-5h","Fit"
"4482",163.32946286682,0.477,"0h-5h","Fit"
"4483",165.144009812483,0.478,"0h-5h","Fit"
"4484",166.977254652634,0.479,"0h-5h","Fit"
"4485",168.82936686292,0.48,"0h-5h","Fit"
"4486",170.700517373805,0.481,"0h-5h","Fit"
"4487",172.590878584489,0.482,"0h-5h","Fit"
"4488",174.500624376979,0.483,"0h-5h","Fit"
"4489",176.429930130336,0.484,"0h-5h","Fit"
"4490",178.378972735071,0.485,"0h-5h","Fit"
"4491",180.347930607718,0.486,"0h-5h","Fit"
"4492",182.336983705573,0.487,"0h-5h","Fit"
"4493",184.346313541604,0.488,"0h-5h","Fit"
"4494",186.376103199534,0.489,"0h-5h","Fit"
"4495",188.4265373491,0.49,"0h-5h","Fit"
"4496",190.497802261489,0.491,"0h-5h","Fit"
"4497",192.590085824959,0.492,"0h-5h","Fit"
"4498",194.703577560639,0.493,"0h-5h","Fit"
"4499",196.838468638517,0.494,"0h-5h","Fit"
"4500",198.994951893611,0.495,"0h-5h","Fit"
"4501",201.173221842341,0.496,"0h-5h","Fit"
"4502",203.373474699084,0.497,"0h-5h","Fit"
"4503",205.59590839293,0.498,"0h-5h","Fit"
"4504",207.840722584636,0.499,"0h-5h","Fit"
"4505",210.108118683786,0.5,"0h-5h","Fit"
"4506",212.398299866144,0.501,"0h-5h","Fit"
"4507",214.711471091227,0.502,"0h-5h","Fit"
"4508",217.04783912008,0.503,"0h-5h","Fit"
"4509",219.407612533266,0.504,"0h-5h","Fit"
"4510",221.791001749075,0.505,"0h-5h","Fit"
"4511",224.198219041946,0.506,"0h-5h","Fit"
"4512",226.629478561118,0.507,"0h-5h","Fit"
"4513",229.0849963495,0.508,"0h-5h","Fit"
"4514",231.564990362776,0.509,"0h-5h","Fit"
"4515",234.069680488734,0.51,"0h-5h","Fit"
"4516",236.599288566836,0.511,"0h-5h","Fit"
"4517",239.154038408026,0.512,"0h-5h","Fit"
"4518",241.734155814773,0.513,"0h-5h","Fit"
"4519",244.33986860137,0.514,"0h-5h","Fit"
"4520",246.971406614472,0.515,"0h-5h","Fit"
"4521",249.629001753893,0.516,"0h-5h","Fit"
"4522",252.312887993649,0.517,"0h-5h","Fit"
"4523",255.023301403278,0.518,"0h-5h","Fit"
"4524",257.760480169404,0.519,"0h-5h","Fit"
"4525",260.524664617579,0.52,"0h-5h","Fit"
"4526",263.316097234395,0.521,"0h-5h","Fit"
"4527",266.135022689868,0.522,"0h-5h","Fit"
"4528",268.981687860102,0.523,"0h-5h","Fit"
"4529",271.856341850237,0.524,"0h-5h","Fit"
"4530",274.759236017685,0.525,"0h-5h","Fit"
"4531",277.690623995648,0.526,"0h-5h","Fit"
"4532",280.650761716949,0.527,"0h-5h","Fit"
"4533",283.639907438145,0.528,"0h-5h","Fit"
"4534",286.658321763955,0.529,"0h-5h","Fit"
"4535",289.706267671993,0.53,"0h-5h","Fit"
"4536",292.784010537816,0.531,"0h-5h","Fit"
"4537",295.891818160287,0.532,"0h-5h","Fit"
"4538",299.029960787263,0.533,"0h-5h","Fit"
"4539",302.198711141611,0.534,"0h-5h","Fit"
"4540",305.398344447555,0.535,"0h-5h","Fit"
"4541",308.62913845736,0.536,"0h-5h","Fit"
"4542",311.891373478358,0.537,"0h-5h","Fit"
"4543",315.185332400324,0.538,"0h-5h","Fit"
"4544",318.511300723204,0.539,"0h-5h","Fit"
"4545",321.869566585197,0.54,"0h-5h","Fit"
"4546",325.260420791204,0.541,"0h-5h","Fit"
"4547",328.684156841649,0.542,"0h-5h","Fit"
"4548",332.141070961665,0.543,"0h-5h","Fit"
"4549",335.631462130673,0.544,"0h-5h","Fit"
"4550",339.155632112334,0.545,"0h-5h","Fit"
"4551",342.713885484903,0.546,"0h-5h","Fit"
"4552",346.306529671972,0.547,"0h-5h","Fit"
"4553",349.933874973629,0.548,"0h-5h","Fit"
"4554",353.596234598013,0.549,"0h-5h","Fit"
"4555",357.293924693296,0.55,"0h-5h","Fit"
"4556",361.027264380085,0.551,"0h-5h","Fit"
"4557",364.79657578425,0.552,"0h-5h","Fit"
"4558",368.602184070192,0.553,"0h-5h","Fit"
"4559",372.444417474553,0.554,"0h-5h","Fit"
"4560",376.323607340378,0.555,"0h-5h","Fit"
"4561",380.240088151725,0.556,"0h-5h","Fit"
"4562",384.194197568754,0.557,"0h-5h","Fit"
"4563",388.186276463269,0.558,"0h-5h","Fit"
"4564",392.216668954755,0.559,"0h-5h","Fit"
"4565",396.285722446893,0.56,"0h-5h","Fit"
"4566",400.393787664567,0.561,"0h-5h","Fit"
"4567",404.541218691378,0.562,"0h-5h","Fit"
"4568",408.728373007666,0.563,"0h-5h","Fit"
"4569",412.955611529046,0.564,"0h-5h","Fit"
"4570",417.223298645476,0.565,"0h-5h","Fit"
"4571",421.531802260854,0.566,"0h-5h","Fit"
"4572",425.881493833159,0.567,"0h-5h","Fit"
"4573",430.272748415148,0.568,"0h-5h","Fit"
"4574",434.705944695607,0.569,"0h-5h","Fit"
"4575",439.181465041173,0.57,"0h-5h","Fit"
"4576",443.69969553874,0.571,"0h-5h","Fit"
"4577",448.261026038445,0.572,"0h-5h","Fit"
"4578",452.865850197259,0.573,"0h-5h","Fit"
"4579",457.514565523177,0.574,"0h-5h","Fit"
"4580",462.207573420034,0.575,"0h-5h","Fit"
"4581",466.945279232941,0.576,"0h-5h","Fit"
"4582",471.728092294362,0.577,"0h-5h","Fit"
"4583",476.556425970841,0.578,"0h-5h","Fit"
"4584",481.430697710379,0.579,"0h-5h","Fit"
"4585",486.351329090493,0.58,"0h-5h","Fit"
"4586",491.318745866943,0.581,"0h-5h","Fit"
"4587",496.33337802316,0.582,"0h-5h","Fit"
"4588",501.395659820371,0.583,"0h-5h","Fit"
"4589",506.506029848446,0.584,"0h-5h","Fit"
"4590",511.664931077462,0.585,"0h-5h","Fit"
"4591",516.872810910016,0.586,"0h-5h","Fit"
"4592",522.130121234282,0.587,"0h-5h","Fit"
"4593",527.437318477835,0.588,"0h-5h","Fit"
"4594",532.794863662256,0.589,"0h-5h","Fit"
"4595",538.203222458516,0.59,"0h-5h","Fit"
"4596",543.662865243176,0.591,"0h-5h","Fit"
"4597",549.174267155396,0.592,"0h-5h","Fit"
"4598",554.737908154776,0.593,"0h-5h","Fit"
"4599",560.354273080045,0.594,"0h-5h","Fit"
"4600",566.023851708604,0.595,"0h-5h","Fit"
"4601",571.747138816955,0.596,"0h-5h","Fit"
"4602",577.524634241999,0.597,"0h-5h","Fit"
"4603",583.356842943263,0.598,"0h-5h","Fit"
"4604",589.244275066024,0.599,"0h-5h","Fit"
"4605",595.187446005387,0.6,"0h-5h","Fit"
"4606",601.186876471304,0.601,"0h-5h","Fit"
"4607",607.243092554568,0.602,"0h-5h","Fit"
"4608",613.35662579379,0.603,"0h-5h","Fit"
"4609",619.528013243379,0.604,"0h-5h","Fit"
